 #No_Constraint #No_Constraint
   #Erot(W)cm-1    #Speed(m/s)
          97.01         727.15
         141.80         397.62
         337.44         471.12
        1391.20        1052.00
         480.70         756.97
         424.97         561.99
        1305.56         376.59
         222.81         177.49
         100.28         539.61
         981.58         102.77
         367.17         254.92
         245.86         670.56
        1398.77         653.38
          64.60         536.68
         589.08         280.72
         687.32         363.20
         369.24         538.50
         213.13         170.36
         532.99         486.18
         261.11         346.70
         119.87         504.09
          20.23         556.90
         878.77         819.47
         149.46         753.62
         516.71         718.88
         761.81         440.30
         268.21         418.05
         333.70         795.05
          63.46        1039.96
         257.14         368.06
         303.00         639.75
          70.11         245.16
          78.53         187.30
         119.54         706.28
         273.16         598.13
         166.62         396.73
         288.52         588.90
         123.09         843.58
         102.19         207.12
         554.98         185.76
         201.77         348.92
         347.82         825.09
         517.03         409.48
         388.87         231.19
         261.57         257.90
         732.46         504.07
         332.08         822.57
         508.39         554.13
          40.04         533.72
         125.22         436.83
         101.55         664.88
         177.42         356.48
         182.12         562.93
         644.33         535.50
         411.57         236.08
         475.04         915.40
         667.25         393.46
         998.83         170.49
         468.73        1007.09
         516.66         569.91
          51.56         617.03
         301.18         718.99
         131.91         627.26
         721.29         198.50
         921.25         432.39
         655.53         442.52
         351.29         509.92
          80.51         611.56
         290.81         670.32
         270.96         361.97
         761.47         362.69
         215.99         448.53
         235.39         448.20
          89.15         658.25
         189.38         795.97
         235.66         423.03
         136.67         151.73
         559.41         696.71
         194.48         510.35
          94.82         355.26
          52.47         269.65
          85.10         740.26
          86.29        1017.89
         194.83         493.39
         365.01         189.79
         223.93         511.30
        1312.51         519.31
         839.18         232.98
         320.20         616.40
          10.82         668.76
         491.85         774.23
         337.34         692.26
        1136.21         578.58
          20.07         246.96
         390.31         432.74
         236.61         495.25
         650.71         534.05
         608.38         528.21
         420.43         616.71
         276.72         742.67
         770.15         496.57
         543.98         431.65
         193.24         837.35
         287.36         227.00
        1256.65         408.30
         410.96         673.51
         473.94         805.13
         384.00         944.17
         651.08         185.70
         649.35         505.24
         105.32         540.91
         397.59         847.41
         309.12         264.50
         813.78         527.34
         846.86         546.58
        1109.46         550.59
         220.09         262.16
        1030.71         621.85
         465.45         394.27
         286.86         823.54
         326.74         698.10
         131.57         598.57
         296.83         577.63
         213.88         528.58
         366.11         222.28
         615.30         336.15
         396.82         316.39
        1017.08         315.55
         349.51         372.96
         210.77        1055.79
         233.48         342.03
          36.94         484.66
         263.23         474.45
        1076.70         409.05
           2.53         118.53
         464.09         321.48
         185.16         570.55
         416.68         957.44
         654.45         522.48
         948.42         565.17
         148.60         201.69
         390.53         398.89
          49.17         361.49
         653.99         613.95
         362.80         741.41
         844.41         402.26
         151.56         526.56
         664.58         660.45
         293.68         393.95
         536.81         473.69
         264.82         730.49
          52.06         544.45
          95.27         402.91
         634.30         199.55
         719.27         441.77
         547.16         507.71
         282.54         792.01
         286.79         601.69
         281.15         556.84
         107.44         296.71
         537.33         626.99
          90.50         675.61
         123.76         463.48
         685.80         830.70
         782.93         170.27
         311.34         538.61
         272.09         180.85
         176.15         473.72
         273.98         358.37
         312.69         452.59
         185.66          90.72
         703.81         360.96
         175.53         338.74
          11.65         434.38
         114.60         644.80
         363.28          72.39
         228.81         677.25
         362.36         457.40
         123.08         361.80
         186.23         843.86
         183.03         123.13
         668.61         393.70
         182.97         337.99
         291.86         579.85
         546.57         344.33
         506.07         381.41
         446.08         719.98
         317.34         479.63
         151.77         654.89
         207.48         333.71
        1104.42         498.88
         135.24         614.78
         418.33         369.89
          99.75         396.52
         368.15         410.16
         133.95         565.00
        1053.72         877.58
         448.64         531.16
         199.84         493.80
         197.94         402.54
          22.20         552.94
        1064.33         381.66
         395.76         444.78
          81.75         249.54
         158.59         367.44
        1010.40         325.27
          68.90         560.01
         393.94         676.96
         521.54         250.11
         356.34         557.20
         429.62         396.92
         403.61         242.66
         336.14         232.43
         667.72         400.25
         199.57        1082.03
         200.40         589.21
         459.36         227.86
         838.36         282.61
         430.08         498.84
        1159.44         526.63
         361.08         535.20
          79.35         883.28
         349.10         567.44
          99.10         248.52
         220.48         282.95
         286.25         493.00
          24.97         298.74
         182.68         489.20
        1168.68         602.65
         642.30         364.61
         858.36         439.87
         195.34         565.93
         339.86         392.79
          99.32         420.60
         566.66         474.53
          53.52         879.77
          27.55         687.42
         201.99         817.55
        1401.15         434.57
         205.98         345.24
         116.91         273.04
         146.06         220.33
         180.23         637.40
         724.67         894.32
         609.42         388.02
         240.80         700.47
        1181.88         429.99
         207.09         970.68
         241.94         445.40
         216.91         418.82
         972.11         647.35
          49.30         162.82
         301.94         495.56
         291.62         557.06
         373.79         360.88
         726.34         401.19
         372.42         583.02
        1064.62         216.81
         415.44          95.55
         527.87         596.76
          56.79         502.79
         450.74         345.15
          67.91         799.63
         309.31         154.97
        1019.22         739.44
         144.51         434.46
         527.67         334.34
         270.33         548.27
          98.35         495.65
         192.00         595.01
          98.26         465.24
         211.53         426.45
         334.41         460.81
         376.07         264.94
         693.45         329.30
         393.26         185.55
         117.24        1059.47
         187.00         501.69
        1342.91         627.64
         621.06         467.51
         570.80         399.73
         260.07         518.03
         477.38         547.79
         137.16         556.86
         200.07         266.10
         292.21         918.84
         520.34         508.50
          90.32         420.66
         723.69         402.69
         171.39         398.25
          26.79         569.14
        1104.34        1024.15
         579.56         592.65
         262.07         624.58
         190.41         411.99
          49.66         338.79
         864.67         465.68
          57.18         814.67
         186.36         171.05
         871.20         104.94
           8.27         863.58
         216.78        1104.79
         814.34         434.11
         139.47         414.48
         301.28         323.75
         186.39         636.57
         368.21         220.88
          81.12         527.77
         915.70         616.56
         219.87         352.02
        1697.92         472.64
         242.75         443.96
         608.52         688.53
          52.45         561.88
         278.51         525.47
         134.02         781.56
         233.09        1061.32
         167.46         589.66
         247.42         578.14
         302.90         604.11
         746.01         543.07
         160.84         699.88
         556.18         647.15
         119.67         821.07
         143.00         286.44
         364.61         388.78
         320.53         436.72
         787.11         573.16
         460.69         873.15
         404.47         727.69
         177.03         479.72
         226.23         433.64
         293.91         505.05
          17.16         641.85
         548.21         419.21
         438.31         504.18
          93.40         217.63
         115.40         436.11
         145.38         638.48
         601.12         108.69
          18.24         514.99
         335.60         311.56
         594.33         353.03
          47.01         281.71
         174.04         304.19
          87.08         289.21
         144.06         348.36
        1051.71        1089.81
         302.89         152.42
          99.53         230.74
         177.52         360.31
          72.40         685.76
         245.04        1112.46
         535.02         717.88
         134.37         604.45
          72.07         217.48
         144.73         370.34
         785.37         179.23
         426.00         348.87
         141.71         398.47
         281.24         851.90
         216.67         377.98
        1244.10         452.83
         480.69        1152.58
         166.11         542.90
         318.30         658.15
         146.00         255.38
         888.67         226.58
         131.93         280.57
         423.45         679.60
         387.90         662.07
        1195.94        1210.39
         912.30         642.66
         188.06         552.97
         385.54         468.51
          65.56         355.81
         199.30         485.43
         222.55         597.96
         212.30         457.90
         217.22         249.04
         382.19         502.37
         762.47         299.61
         180.61         284.79
         363.02         462.76
         522.43         622.76
         109.40         555.55
         459.40         394.87
         531.38         356.92
         323.00         573.22
         153.58         221.91
         321.20         755.17
         758.32         473.80
          71.15         583.06
         336.83         523.79
         506.97         390.22
         575.77         630.71
         700.60         749.68
         113.66         617.33
         252.45         309.16
         193.95         215.61
         554.66         304.15
         526.76         454.80
         558.08         687.64
         232.91         445.27
         354.34         168.79
         526.31         683.36
          90.94         697.25
         283.67         652.62
         302.46         215.23
         371.86         674.36
         666.63         459.72
         295.26         513.03
         478.09         407.80
         949.93         933.07
          13.03         358.62
          80.71         673.44
         375.45         459.37
         278.23         273.19
         167.84         382.91
         664.45         466.76
          28.46         406.99
          22.42         676.92
         110.11        1059.34
         811.30         802.31
          34.47         418.98
         291.29         553.65
          32.43         338.91
         602.92         519.55
         170.42         655.57
         276.72         137.77
           8.70         582.01
         460.63         277.12
          33.86         598.92
          67.85         181.87
         365.10         213.66
         243.97         635.27
         600.28         446.99
         616.24         478.80
         319.33         426.27
         317.03         454.77
          84.59         267.43
         224.16         558.27
         167.65         488.10
         754.71         372.03
         109.12         944.65
         608.98         445.23
         126.30        1086.15
         897.75         338.01
         702.15         500.54
         792.89         608.56
         716.94         640.39
         923.88         596.27
         464.68         232.20
         147.67         156.02
         409.88         478.38
         340.64         245.23
         844.06         559.26
         137.13         256.70
         709.72         515.14
         740.35         261.24
         123.83         228.26
         272.31         124.40
         247.57         467.91
         172.47         472.04
         217.99         802.24
          75.48         282.80
         129.70         465.73
         516.85         871.80
         453.44         381.74
         577.45         352.40
         376.33         562.86
         184.63         389.58
         469.49         407.47
         887.82         358.50
         113.34        1042.02
         422.27         404.54
         256.47         243.56
        1171.01         910.81
        1051.33         491.45
         287.67         293.39
        1360.98         418.06
         507.68         253.39
         218.05         491.69
          11.54         459.55
         332.30         240.78
         396.74         501.58
         523.77         472.59
         271.99         145.25
         244.88         860.31
         631.36         419.68
         413.36         320.66
         389.42         409.72
          42.02         328.05
          28.07         501.81
         228.83         370.84
          59.23         673.53
         610.46         428.97
         448.57         755.79
        1285.71         525.72
         214.29         675.49
         656.49         957.99
         831.38         343.93
          60.19         622.93
         531.65         568.05
         340.46         556.49
         176.64         425.84
         578.15         928.07
         384.98         393.46
         926.80         172.45
         329.47         109.23
        1123.40         397.19
         336.38         448.35
        1080.82         394.86
         544.22         572.52
         705.45         344.69
         263.01         802.76
         565.94         709.10
         422.23         362.16
          71.67         253.97
         498.05         557.39
         419.90         544.25
         156.44         722.76
         706.88         897.10
         136.13         669.84
         337.80         493.48
          95.82         672.34
         255.83         551.61
         151.25         466.78
         463.67         579.25
         396.89         435.16
         317.10         561.98
          77.47         418.55
         513.57         325.16
         457.73         352.50
         103.01         925.64
         327.51         355.39
          92.13         747.79
         123.97         585.90
          50.83         432.29
          81.77         671.91
         192.60         768.62
        1306.74         324.35
         583.96         263.74
         725.79         651.66
         253.64         485.06
         183.27         805.57
         430.53         277.60
        1476.23         511.06
         676.23         814.74
        1846.64         810.92
          68.37         532.47
         526.49         523.63
         106.20         416.65
         109.29         506.39
         538.85         687.35
          49.80         705.62
        1086.43         737.28
         168.82         354.60
         170.43         567.44
         404.54         408.63
         483.05         177.45
         553.18         429.38
         749.56         326.35
         692.85         112.39
         581.42         622.96
         291.11         481.50
         573.75         372.73
          76.70         484.42
          63.17         822.17
         351.88         403.72
          71.88         605.87
         305.97         394.03
         218.52         860.67
         297.21         180.15
          84.75        1094.92
         196.00         664.84
         466.36         602.53
         601.87         868.70
         276.14         346.39
         325.42         388.42
         216.87         599.52
         905.61         514.55
         362.72         718.60
         340.03         816.27
         117.77         393.13
         473.11         916.14
         310.12         690.57
         268.90         356.86
         449.25         189.63
         131.34         357.04
         354.46         935.33
         210.33         164.12
         311.33         356.16
         217.86         755.21
         557.84         226.49
         475.94         360.23
          13.05         361.05
         146.90         544.82
         104.84         316.04
         171.61         658.76
         193.69         423.01
         575.64         607.78
         420.78         456.01
         535.10         169.72
         161.56         227.17
         191.15         185.98
         227.08         583.04
         287.88         388.51
         141.47         685.51
          72.64         515.20
          42.10         563.26
         916.92         402.65
         244.90         420.36
         121.05         700.08
         384.54         319.07
         202.60         280.94
         136.12         267.30
         475.67         165.89
         142.66         293.04
         554.84         716.89
           5.96         230.34
         312.67         378.86
         165.33         759.28
         362.23         944.47
         196.96         418.41
         485.79         396.00
          73.51         821.21
         255.17         392.81
         315.63         398.48
         299.43         334.69
         294.66         460.29
         334.38         717.31
          56.60         731.20
         248.82         914.40
         359.68         521.67
         222.86         935.40
         622.84         323.79
         897.42         346.73
        1145.52         420.34
          51.10         697.57
         534.44         649.05
        1260.68         357.17
         909.08         513.07
         308.08         396.93
         980.77         205.66
         261.85         244.69
         253.70         209.55
         593.47         331.86
         225.70         608.85
         296.63         600.07
         176.43         278.99
         714.19         692.33
          41.54         490.30
         610.93         672.93
         159.45         566.48
        1598.87         236.55
         152.41         339.16
         454.37         932.86
         568.64         647.44
         184.71         605.97
         266.69         637.66
         262.01         502.15
         482.00         597.58
         242.18         779.12
         639.29         617.71
         564.98         562.76
         312.94         380.18
         396.95         813.63
         377.94         624.38
         406.21         647.18
         518.73         978.59
          50.08         665.28
         274.42         489.37
         310.76         153.91
         272.01         262.30
          64.48         476.08
          83.06        1012.84
         377.28         530.75
          39.33         363.27
         231.69         827.39
         298.53         323.20
         156.30         857.87
         562.13         511.48
          90.76         703.02
         180.36         216.35
         415.76         337.20
         427.01        1000.61
         110.19         470.88
         355.88         438.47
         297.87         447.02
         268.76         326.38
          21.37         429.21
         581.23         353.90
         330.67         395.60
         489.87         203.80
         300.83         922.55
         337.66         779.69
         386.70         788.79
         329.82         263.90
         400.97         220.36
         373.53         688.93
         409.24         363.76
         161.64         644.53
         351.45         334.96
         434.75         391.77
         218.92         250.32
          56.83         223.24
         610.42         187.70
         330.90         609.49
         271.21         624.02
         712.55         322.00
         327.24         535.94
         601.70         261.70
          83.18         140.75
         157.04         728.19
         397.19         253.52
         182.72         619.90
         315.89         260.85
         969.58         658.09
         592.32         888.69
         707.53         457.11
        1003.53         452.66
         738.66         200.37
         435.20         395.02
         273.78         516.11
         890.43         469.49
        1241.23         457.45
         602.11         252.88
         356.85         618.33
        1858.79         308.03
         593.41         858.23
         325.22         359.83
         159.08         984.91
         142.19         452.80
         789.44         925.12
         708.33         390.01
        1003.42         191.42
         850.92          93.63
         660.27         772.46
         158.31         406.06
         485.55         211.43
         237.66         782.53
          56.34         464.56
         250.59         257.46
         164.46         896.01
         213.93         568.01
         516.45         745.14
         116.05         476.11
         386.94         522.51
         596.67         212.20
         313.74         465.78
         279.22         527.78
         230.24         305.90
         292.05         219.02
         211.44         463.19
         141.54         271.26
         606.33         489.87
        1171.95         331.90
         243.79         430.98
         113.47         621.54
         407.28         681.13
          84.68         800.89
         340.39         563.22
         317.31         516.83
          82.95         856.67
          40.57         449.57
         170.31         656.66
         665.69         214.10
         483.82         249.74
         691.42         533.71
         525.00         478.28
         505.03         560.96
          97.73         626.38
         105.25         190.24
         160.71         431.66
         695.80         416.13
          53.97         673.50
         352.70         769.62
         464.64         339.13
         177.43         321.36
          41.25         374.49
         443.54         506.19
         415.94         442.19
        1017.15         345.61
         144.70         408.49
         539.64         700.52
         116.63         432.48
         236.86         432.50
         735.91         634.85
         926.80         569.40
         155.63         508.72
         234.27         585.47
         546.25         587.98
          63.47         308.89
         476.21         500.40
         223.12         604.99
         571.35         238.91
         784.24         416.36
         201.84         218.94
         168.77         504.63
         460.30         391.00
         437.62         461.75
         336.27         437.67
         130.48         243.08
         134.57         464.89
         731.53        1180.41
        1123.34         457.33
         169.63         200.29
         615.78         440.01
         491.87         244.96
         155.35         369.06
          87.64         175.25
         249.84         696.38
         222.30         805.35
         192.21         450.52
         433.43         400.50
         157.03         212.13
         518.65         418.14
         270.13         518.02
         345.48         548.58
         413.17         436.47
         903.49         683.28
         407.60         298.15
         126.78         270.32
          91.00         122.93
         431.81         436.13
         557.41         644.65
         984.48         426.30
         493.66         716.89
        1725.27         577.35
         445.90         502.71
         264.21         507.95
         710.42         547.01
         203.32         336.66
         351.98         632.55
         420.87         575.34
         123.12         489.07
         413.16         652.49
         717.88         410.58
         804.37         733.40
          65.89         494.11
          49.63         476.98
         214.82         456.06
        1295.38         407.14
         679.98         473.69
         113.95         840.08
         132.66          72.87
         273.77         340.57
         338.71         342.46
          36.52         672.87
         322.57         475.96
         144.16         157.95
         354.25         335.85
         746.22         374.55
         221.10         565.68
          49.30         533.38
         700.04         448.42
         429.27         778.41
         265.74         291.34
         109.24         416.78
          27.56         853.61
         286.55         615.05
         117.88         236.23
         989.84         414.43
         150.22         827.50
         415.37         503.51
          60.26         448.99
         741.93         446.61
         143.22         668.28
         108.06         494.70
         483.16         429.52
         147.54         485.87
         396.40         300.21
         794.95         677.53
         384.35         317.65
         969.09         490.12
         230.55         428.33
         395.83         313.70
         174.96         725.69
          34.85         596.39
         226.08         715.91
         379.92         456.45
         943.60         499.47
         848.81         774.97
         692.44         574.25
         191.32         799.70
         737.50         330.74
         268.65         267.80
         111.63         628.21
          93.22         426.61
         108.25         537.67
         136.34         358.19
         218.99         264.66
         284.07         514.32
          32.52         628.65
        1384.90         174.71
          37.22         402.22
          92.31         511.63
         183.13         513.58
         343.94         639.86
         167.97         827.39
         505.12         217.02
         765.03         397.22
         143.47         348.22
         188.25          92.87
         696.78         476.94
         880.23         478.27
         430.14         448.08
         194.42         633.09
