6 
     -0.00335959
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.91968000    0.00000000    0.00000000
H     3.50589800    0.00000000    0.75853100
H     3.50589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
     -0.00334228
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.96968000    0.00000000    0.00000000
H     3.55589800    0.00000000    0.75853100
H     3.55589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
     -0.00333678
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.86968000    0.00000000    0.00000000
H     3.45589800    0.00000000    0.75853100
H     3.45589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
     -0.00329383
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     3.01968000    0.00000000    0.00000000
H     3.60589800    0.00000000    0.75853100
H     3.60589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
     -0.00326304
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.81968000    0.00000000    0.00000000
H     3.40589800    0.00000000    0.75853100
H     3.40589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
     -0.00322166
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     3.06968000    0.00000000    0.00000000
H     3.65589800    0.00000000    0.75853100
H     3.65589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
     -0.00313186
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     3.11968000    0.00000000    0.00000000
H     3.70589800    0.00000000    0.75853100
H     3.70589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
     -0.00312541
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.76968000    0.00000000    0.00000000
H     3.35589800    0.00000000    0.75853100
H     3.35589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
     -0.00302937
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     3.16968000    0.00000000    0.00000000
H     3.75589800    0.00000000    0.75853100
H     3.75589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
     -0.00291825
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     3.21968000    0.00000000    0.00000000
H     3.80589800    0.00000000    0.75853100
H     3.80589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
     -0.00290836
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.71968000    0.00000000    0.00000000
H     3.30589800    0.00000000    0.75853100
H     3.30589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
     -0.00280173
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     3.26968000    0.00000000    0.00000000
H     3.85589800    0.00000000    0.75853100
H     3.85589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
     -0.00268240
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     3.31968000    0.00000000    0.00000000
H     3.90589800    0.00000000    0.75853100
H     3.90589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
     -0.00259344
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.66968000    0.00000000    0.00000000
H     3.25589800    0.00000000    0.75853100
H     3.25589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
     -0.00256230
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     3.36968000    0.00000000    0.00000000
H     3.95589800    0.00000000    0.75853100
H     3.95589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
     -0.00244303
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     3.41968000    0.00000000    0.00000000
H     4.00589800    0.00000000    0.75853100
H     4.00589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
